ID,ave,max,min,month
375750,42.37308,64.6,29.5,1982-11
375750,53.81613,79.5,33.6,1982-10
375750,37.11429,58.3,21.9,1982-12
375750,34.52143,64.4,15.8,1974-2
375750,41.20952,59.0,23.0,1958-11
375750,42.99677,73.4,26.6,1974-3
375750,68.25,88.0,52.0,1960-9
375750,35.18667,60.8,17.6,1979-1
375750,72.10435,90.0,54.0,1960-8
375750,30.85806,51.8,19.4,1974-1
375750,78.5,95.0,55.0,1952-8
375750,70.42941,86.0,48.0,1952-9
375750,47.71667,70.0,36.0,1955-11
375750,61.57143,81.0,48.0,1955-10
375750,38.5,48.0,32.0,1955-12
375750,70.30667,91.4,53.6,1974-8
375750,63.82333,82.4,46.4,1974-9
375750,66.7375,88.0,54.0,1952-6
375750,76.43333,99.0,59.0,1952-7
375750,39.99474,59.5,26.8,1995-1
375750,48.22222,73.6,32.7,1995-3
375750,44.11429,65.5,33.1,1995-2
375750,68.94286,87.8,48.9,1995-5
375750,56.69583,81.1,32.0,1995-4
375750,76.2,89.4,52.9,1995-7
375750,71.6,87.4,54.3,1995-6
375750,68.60769,90.7,51.4,1995-9
375750,78.52,93.2,58.1,1995-8
375750,67.675,84.0,52.0,1950-9
375750,64.31724,88.9,42.6,1989-5
375750,43.5129,63.0,21.0,1968-3
375750,60.77143,79.9,45.1,1991-5
375750,56.55172,81.0,41.9,1991-4
375750,80.8,94.1,68.2,1996-8
375750,66.9,79.3,53.2,1996-9
375750,34.54839,59.0,19.0,1991-1
375750,43.2871,76.5,25.7,1991-3
375750,34.35357,55.8,13.3,1991-2
375750,36.8,61.9,24.8,1996-2
375750,41.275,55.4,30.9,1996-3
375750,35.14737,53.6,24.4,1996-1
375750,36.89565,59.0,18.0,1958-12
375750,77.4,95.7,63.3,1996-7
375750,55.35882,79.0,34.0,1958-10
375750,67.93333,94.3,50.4,1996-5
375750,65.81176,88.0,48.0,1955-5
375750,50.69444,73.0,34.0,1955-4
375750,76.4625,90.0,61.0,1955-7
375750,70.95417,90.0,55.0,1955-6
375750,37.44706,64.0,25.0,1955-1
375750,43.84783,66.0,27.0,1955-3
375750,43.70667,66.0,27.0,1955-2
375750,40.16364,54.0,32.0,1952-2
375750,45.18421,9999.9,28.0,1952-3
375750,34.23,52.0,25.0,1952-1
375750,66.11053,82.0,54.0,1955-9
375750,73.74667,93.0,54.0,1955-8
375750,50.87826,84.0,34.0,1952-4
375750,61.94375,82.0,39.0,1952-5
375750,69.36333,88.0,52.0,1968-9
375750,64.17143,84.0,50.0,1953-9
375750,45.15,72.0,25.0,1961-3
375750,72.46129,91.0,57.0,1968-8
375750,77.68667,93.0,59.0,1953-8
375750,61.05,84.0,41.0,1961-4
375750,69.05667,91.0,50.0,1961-5
375750,81.45455,99.3,57.7,1999-8
375750,76.5,95.0,59.0,1961-7
375750,41.35333,55.0,27.0,1950-12
375750,73.15806,87.1,57.0,1992-8
375750,65.66,88.5,41.2,1992-9
375750,68.52667,86.0,48.9,1992-6
375750,73.36452,90.5,51.8,1992-7
375750,52.94444,72.9,33.4,1992-4
375750,60.83226,101.3,32.7,1992-5
375750,35.67368,61.2,21.7,1992-2
375750,42.49091,64.6,25.7,1992-3
375750,33.084,51.8,22.6,1992-1
375750,63.22667,86.0,32.0,1973-9
375750,74.12581,91.4,53.6,1973-8
375750,57.69355,75.0,45.0,1967-10
375750,47.61,72.0,28.0,1967-11
375750,39.27097,63.0,14.0,1967-12
375750,28.31034,50.0,6.8,1973-1
375750,43.93226,66.2,28.4,1973-3
375750,43.22593,68.0,21.2,1973-2
375750,63.10968,87.8,32.0,1973-5
375750,53.99667,73.4,33.8,1973-4
375750,73.58065,93.2,57.2,1973-7
375750,67.78333,89.6,50.0,1973-6
375750,64.65714,82.0,50.0,1952-10
375750,45.0125,77.0,25.0,1952-11
375750,39.99474,79.0,25.0,1952-12
375750,34.17895,9999.9,19.0,1951-1
375750,49.6375,75.0,27.0,1951-3
375750,33.15833,55.0,18.0,1951-2
375750,63.35,81.0,50.0,1951-5
375750,58.95,81.0,32.0,1951-4
375750,75.66,93.0,55.0,1951-7
375750,75.5,93.0,54.0,1951-6
375750,60.25,77.0,48.0,1951-9
375750,77.08889,95.0,61.0,1951-8
375750,74.08065,98.6,50.0,1978-8
375750,71.07,93.2,50.0,1978-9
375750,36.71071,62.6,21.2,1978-2
375750,46.6129,69.8,31.8,1978-3
375750,34.60333,60.8,15.8,1978-1
375750,65.62667,86.0,46.4,1978-6
375750,76.64,93.2,55.4,1978-7
375750,51.61,71.6,35.6,1978-4
375750,59.84516,80.6,32.0,1978-5
375750,41.17241,67.1,25.5,2003-12
375750,62.74839,87.4,41.7,2003-10
375750,47.96667,67.1,36.0,2003-11
375750,58.26364,79.2,32.9,2001-10
375750,46.31,66.2,30.6,2001-11
375750,42.41429,57.7,29.8,2001-12
375750,66.96333,88.0,50.0,1965-9
375750,48.048,75.0,23.0,1964-11
375750,55.94615,81.0,37.0,1964-10
375750,36.81613,63.0,19.0,1964-12
375750,37.31724,66.2,23.0,2004-12
375750,49.38077,70.0,30.2,2004-11
375750,58.78276,87.6,42.4,2004-10
375750,65.64375,83.8,50.0,1999-9
375750,57.9,81.0,37.0,1950-10
375750,60.59091,81.9,41.2,1999-5
375750,57.78462,72.3,41.2,1999-4
375750,79.65,93.4,62.6,1999-7
375750,45.4625,77.0,23.0,1950-11
375750,40.85,60.3,26.1,1999-1
375750,48.33333,69.8,33.8,1999-3
375750,44.09,65.8,13.5,1999-2
375750,77.5,89.2,64.4,1997-7
375750,74.82,85.1,61.3,1997-6
375750,59.9,66.6,54.3,1997-5
375750,53.78,65.8,35.2,1997-4
375750,72.68214,91.4,58.8,1994-8
375750,69.65667,83.8,50.9,1994-9
375750,39.85556,54.7,27.0,1997-1
375750,55.81667,79.7,33.8,1994-4
375750,63.37143,84.7,33.8,1994-5
375750,68.20455,87.6,50.0,1994-6
375750,72.91852,100.4,55.9,1994-7
375750,38.26471,64.8,19.4,1994-1
375750,32.23333,45.5,13.8,1994-2
375750,46.96,74.3,30.9,1994-3
375750,31.88,47.3,14.7,1990-1
375750,39.08929,62.8,29.7,1990-2
375750,47.33667,68.9,24.6,1990-3
375750,48.26667,68.0,37.0,1968-11
375750,57.29677,79.0,37.0,1968-10
375750,72.02069,90.1,52.5,1990-6
375750,36.72903,57.0,21.0,1968-12
375750,72.61724,88.9,59.2,1990-8
375750,70.11667,91.2,48.9,1990-9
375750,31.97895,54.0,18.0,1954-1
375750,30.2,54.0,21.0,1954-2
375750,37.28182,61.0,27.0,1954-3
375750,47.44545,66.0,28.0,1954-4
375750,64.27895,81.0,50.0,1954-5
375750,72.04444,88.0,54.0,1954-6
375750,78.81429,97.0,61.0,1954-7
375750,69.25556,90.0,54.0,1956-6
375750,69.075,88.0,52.0,1954-9
375750,55.72727,75.0,37.0,1956-4
375750,59.27143,81.0,45.0,1956-5
375750,37.61667,52.0,25.0,1956-2
375750,37.34444,57.0,27.0,1956-3
375750,34.725,46.0,25.0,1956-1
375750,61.76154,88.0,43.0,1959-9
375750,72.22727,91.0,59.0,1959-8
375750,39.76552,9999.9,25.0,1959-1
375750,39.61905,61.0,28.0,1959-3
375750,30.50625,43.0,16.0,1959-2
375750,64.55833,77.0,54.0,1959-5
375750,59.31,84.0,37.0,1959-4
375750,73.75,88.0,50.0,1959-7
375750,69.05714,84.0,55.0,1959-6
375750,65.85185,90.5,48.2,1993-9
375750,73.0,90.3,57.7,1993-8
375750,55.9871,78.8,41.4,1989-10
375750,47.68333,72.7,27.9,1989-11
375750,37.49655,61.5,21.6,1989-12
375750,74.01,89.6,60.1,1993-7
375750,70.03636,87.8,57.0,1993-6
375750,59.91053,80.6,36.7,1993-5
375750,53.15909,72.7,32.4,1993-4
375750,38.76316,66.0,18.0,1957-12
375750,46.05417,75.0,23.0,1957-11
375750,57.87083,82.0,36.0,1957-10
375750,66.27333,84.2,46.4,1977-9
375750,74.22,96.8,53.6,1977-8
375750,67.2,77.7,52.3,1997-10
375750,63.52581,84.2,48.2,1977-5
375750,68.96667,90.0,50.0,1971-6
375750,65.60323,84.0,50.0,1971-5
375750,70.74667,91.4,53.6,1977-6
375750,46.97742,72.0,30.0,1971-3
375750,37.40357,64.0,16.0,1971-2
375750,34.70323,72.0,10.0,1971-1
375750,42.16071,68.0,23.0,1977-2
375750,75.02258,93.2,59.0,1979-7
375750,67.89565,91.4,35.6,1979-6
375750,64.08065,80.6,46.4,1979-5
375750,54.27667,86.0,37.4,1979-4
375750,48.45333,71.6,24.8,1979-3
375750,42.05909,69.8,24.8,1979-2
375750,61.56296,83.7,46.8,2007-10
375750,45.412,79.5,31.6,2007-11
375750,71.45667,91.4,55.4,1979-9
375750,78.75161,95.0,62.6,1979-8
375750,75.55294,97.0,54.0,1953-7
375750,70.15,86.0,50.0,1953-6
375750,62.57143,84.0,45.0,1953-5
375750,53.35833,73.0,39.0,1953-4
375750,42.55,64.0,32.0,1953-3
375750,40.93333,64.0,27.0,1953-2
375750,38.61579,9999.9,23.0,1953-1
375750,58.75,75.0,45.0,1950-4
375750,67.03333,84.0,50.0,1950-5
375750,69.85714,86.0,55.0,1950-6
375750,25.36154,37.0,12.0,1950-1
375750,33.15,50.0,10.0,1950-2
375750,44.13333,61.0,28.0,1950-3
375750,44.81111,66.0,36.0,1951-11
375750,51.74,63.0,39.0,1951-10
375750,36.9,48.0,19.0,1951-12
375750,38.31,72.7,16.2,1990-12
375750,56.01786,77.4,39.4,1990-10
375750,51.58276,74.5,33.1,1990-11
375750,39.18889,65.5,24.8,1993-12
375750,41.65714,63.0,30.0,1970-2
375750,46.56129,77.0,25.0,1970-3
375750,38.0,57.4,26.2,1993-11
375750,36.92903,61.0,21.0,1970-1
375750,70.02,90.0,50.0,1970-6
375750,76.58387,95.0,61.0,1970-7
375750,58.73667,81.0,43.0,1970-4
375750,64.55161,82.0,46.0,1970-5
375750,72.78387,90.0,55.0,1970-8
375750,66.14667,86.0,50.0,1970-9
375750,77.82,91.0,63.5,1998-8
375750,65.8,81.1,55.6,1998-9
375750,35.25,48.0,31.8,1998-1
375750,35.8,53.6,23.5,1998-2
375750,46.44615,70.5,29.3,1998-3
375750,63.30909,90.0,43.3,1998-4
375750,64.7375,80.6,49.1,1998-5
375750,75.98571,93.2,56.3,1998-6
375750,78.41111,90.7,62.6,1998-7
375750,35.72069,55.0,18.0,1961-1
375750,42.95625,63.0,27.0,1959-11
375750,50.94348,72.0,32.0,1959-10
375750,34.09565,9999.9,14.0,1959-12
375750,38.93448,53.6,27.3,2007-12
375750,50.5,73.0,32.0,1958-4
375750,68.925,88.0,46.0,1958-5
375750,71.70588,97.0,50.0,1958-6
375750,71.80588,90.0,57.0,1958-7
375750,39.93571,61.0,25.0,1958-1
375750,45.275,66.0,21.0,1958-2
375750,44.88824,68.0,32.0,1958-3
375750,74.39375,95.0,54.0,1958-8
375750,65.085,91.0,50.0,1958-9
375750,41.13333,60.3,30.2,1998-12
375750,58.7,79.7,43.3,1998-10
375750,52.88333,70.9,38.5,1998-11
375750,50.85714,64.0,32.0,1949-10
375750,46.9875,61.0,37.0,1949-11
375750,38.93636,68.0,27.0,1949-12
375750,78.52258,96.8,53.6,1976-8
375750,65.37,86.0,46.4,1976-9
375750,36.45161,60.8,23.0,1975-1
375750,81.10968,98.6,62.6,1975-7
375750,75.47857,95.0,57.2,1975-6
375750,65.33333,9999.9,50.0,1975-5
375750,59.06333,80.6,42.8,1975-4
375750,38.05806,68.0,21.2,1976-1
375750,26.91429,48.2,10.4,1976-2
375750,76.03226,102.2,55.4,1975-8
375750,55.76,82.4,35.6,1976-4
375750,60.62581,77.0,44.6,1976-5
375750,68.18333,86.0,46.4,1976-6
375750,73.46129,93.2,53.6,1976-7
375750,50.92069,71.4,34.5,2002-11
375750,59.11765,77.0,38.8,2002-10
375750,29.46071,45.9,10.0,2002-12
375750,34.68,59.2,3.2,1994-12
375750,58.5,78.4,36.9,1994-10
375750,46.76154,70.9,32.4,1994-11
375750,73.475,85.6,53.6,2001-9
375750,58.14286,77.0,39.0,1956-10
375750,47.62667,72.0,25.0,1956-11
375750,34.33571,63.0,18.0,1956-12
375750,72.67895,88.0,57.0,1957-9
375750,75.15263,95.0,54.0,1957-8
375750,42.84286,72.0,25.0,1957-3
375750,39.76667,61.0,27.0,1957-2
375750,31.59375,52.0,14.0,1957-1
375750,72.30769,93.0,55.0,1957-7
375750,67.83636,90.0,50.0,1957-6
375750,65.6,82.0,48.0,1957-5
375750,55.61364,81.0,27.0,1957-4
375750,37.83636,59.0,23.0,1961-2
375750,49.87778,78.6,29.3,2004-3
375750,43.24643,61.9,24.6,2004-2
375750,64.53103,87.8,48.9,1988-9
375750,59.076,77.0,45.0,1963-10
375750,44.54706,64.0,30.0,1963-11
375750,40.43684,9999.9,23.0,1963-12
375750,53.56452,71.6,39.2,1980-10
375750,40.68065,64.9,23.4,1988-12
375750,44.85862,67.3,30.4,1988-11
375750,56.34839,75.2,43.2,1988-10
375750,75.2,101.1,58.8,1988-7
375750,71.48966,91.4,52.7,1988-6
375750,58.86552,81.3,38.5,1988-5
375750,55.67333,73.6,38.7,1988-4
375750,39.7,60.8,28.4,1979-12
375750,47.27333,71.6,35.6,1979-11
375750,57.0,95.0,32.0,1979-10
375750,35.48571,62.6,14.9,1988-2
375750,68.95714,91.6,54.7,2004-9
375750,56.625,75.4,40.3,1993-10
375750,79.96296,94.8,64.4,2004-8
375750,63.64375,90.0,39.0,1956-9
375750,36.43871,60.8,23.0,1975-12
375750,43.69333,69.8,24.8,1975-11
375750,54.07097,9999.9,32.0,1975-10
375750,34.76552,71.6,21.2,1980-2
375750,73.88333,94.1,56.8,2009-6
375750,74.8,102.2,63.5,2009-7
375750,50.75,79.2,32.7,2009-4
375750,63.50323,81.7,48.0,2009-5
375750,43.39231,65.5,31.3,2009-2
375750,48.63333,68.0,30.6,2009-3
375750,35.59655,54.1,15.8,2009-1
375750,67.91333,88.7,49.1,1996-6
375750,68.17931,90.0,53.4,1983-6
375750,46.02857,73.6,29.8,2006-11
375750,62.65882,78.4,52.2,2006-10
375750,80.36875,96.8,58.1,2001-8
375750,33.81818,48.9,20.5,2006-12
375750,74.47,91.4,46.6,2001-6
375750,83.21875,98.2,65.1,2001-7
375750,59.06071,80.8,40.1,2001-4
375750,64.44167,78.4,49.8,2001-5
375750,43.36923,68.2,15.3,2001-2
375750,51.375,72.5,32.5,2001-3
375750,38.344,70.9,18.5,2001-1
375750,65.56333,91.4,41.0,1980-9
375750,73.22581,91.4,55.4,1980-8
375750,43.98,71.6,28.4,1973-11
375750,57.7871,78.8,32.0,1973-10
375750,35.8129,64.4,17.6,1973-12
375750,47.1625,65.5,36.7,1991-11
375750,61.83182,79.2,48.0,1991-10
375750,37.31765,54.1,25.0,1991-12
375750,57.89,77.0,42.6,2005-10
375750,48.34138,66.0,31.5,2005-11
375750,44.06429,62.1,27.0,2005-12
375750,33.56429,45.5,22.3,2006-1
375750,75.89,95.0,50.0,1965-8
375750,48.25161,71.4,31.1,2006-3
375750,41.27083,66.9,26.2,2006-2
375750,62.77037,81.7,44.4,2006-5
375750,54.9931,80.4,36.0,2006-4
375750,76.80645,93.4,58.8,2006-7
375750,78.99643,91.4,66.2,2006-6
375750,69.58519,97.5,50.0,2006-9
375750,84.89643,102.4,65.8,2006-8
375750,37.89167,58.3,21.7,1982-1
375750,40.66296,66.9,21.6,1982-3
375750,34.6037,57.2,13.6,1982-2
375750,62.63,77.7,36.9,1982-5
375750,57.44286,80.2,38.3,1982-4
375750,74.73929,91.0,52.5,1982-7
375750,69.11481,84.4,55.6,1982-6
375750,66.98667,85.8,52.9,1982-9
375750,72.54483,99.1,55.9,1982-8
375750,52.3,77.0,35.6,1976-10
375750,44.54667,69.8,30.2,1976-11
375750,61.57692,84.6,49.8,2002-5
375750,50.35556,61.2,37.9,2002-4
375750,78.42857,95.0,54.7,2002-7
375750,71.83846,87.1,57.2,2002-6
375750,33.62,46.6,18.5,2002-1
375750,55.325,88.9,43.7,2002-3
375750,44.18333,57.4,32.4,2002-2
375750,38.788,67.8,12.9,2005-2
375750,45.36667,64.8,30.2,2005-3
375750,36.77333,49.3,26.1,2005-1
375750,73.825,97.2,55.8,2002-9
375750,76.11,92.1,61.0,2002-8
375750,57.40357,84.2,31.6,2005-4
375750,65.67917,82.4,46.0,2005-5
375750,60.05161,80.6,34.0,1986-5
375750,58.12667,77.4,38.7,1986-4
375750,72.252,89.6,57.2,1981-8
375750,68.61034,87.8,39.2,1981-9
375750,38.85,62.4,20.1,1986-1
375750,39.72903,62.4,19.8,1986-3
375750,36.725,65.3,20.8,1986-2
375750,40.46429,66.2,21.2,1981-2
375750,45.47,68.0,24.8,1981-3
375750,40.81667,62.6,28.4,1981-1
375750,68.99333,82.4,53.6,1981-6
375750,77.26129,93.4,60.6,1986-8
375750,51.10333,78.8,30.2,1981-4
375750,58.85484,78.8,42.8,1981-5
375750,44.52333,68.0,25.0,1965-3
375750,55.70968,82.4,21.4,1992-10
375750,45.1037,79.5,25.7,1992-11
375750,36.48,57.4,12.2,1992-12
375750,46.04762,68.0,29.1,1999-11
375750,59.208,81.3,40.1,1999-10
375750,43.96522,67.8,27.5,1999-12
375750,38.47097,61.0,5.0,1969-3
375750,76.90333,93.7,54.7,1985-8
375750,69.35517,90.9,37.8,1985-9
375750,72.69,87.1,55.8,1985-6
375750,71.68966,89.8,51.1,1985-7
375750,56.56667,82.9,39.4,1985-4
375750,66.54516,86.4,41.2,1985-5
375750,34.25714,66.0,11.7,1985-2
375750,38.95161,67.3,12.4,1985-3
375750,36.3129,59.4,18.7,1985-1
375750,57.48182,73.0,42.4,1996-10
375750,47.06471,60.4,29.5,1996-11
375750,44.05,61.5,30.9,1996-12
375750,39.53043,9999.9,27.0,1960-1
375750,38.15806,9999.9,21.0,1960-3
375750,39.536,66.0,16.0,1960-2
375750,60.93846,86.0,46.0,1960-5
375750,51.97083,75.0,28.0,1960-4
375750,73.016,93.0,54.0,1960-7
375750,70.376,90.0,54.0,1960-6
375750,36.15806,59.0,14.0,1968-1
375750,71.86552,92.1,52.7,2000-9
375750,82.32963,100.8,53.1,2000-8
375750,67.6129,86.0,46.0,1968-5
375750,52.75667,77.0,37.0,1968-4
375750,75.37097,95.0,57.0,1968-7
375750,66.87333,86.0,46.0,1968-6
375750,47.11923,70.0,24.6,2000-3
375750,41.788,9999.9,26.2,2000-2
375750,35.79259,60.3,19.2,2000-1
375750,85.648,101.1,64.2,2000-7
375750,74.26957,103.8,49.6,2000-6
375750,65.41538,85.3,40.1,2000-5
375750,65.00435,82.4,38.8,2000-4
375750,41.04545,64.0,28.0,1962-12
375750,47.06,63.0,36.0,1962-11
375750,55.6,77.0,36.0,1962-10
375750,50.28571,75.0,32.2,1995-11
375750,51.53636,71.1,31.1,1995-10
375750,41.22381,65.7,28.8,1995-12
375750,69.65714,80.2,58.8,1999-6
375750,55.92692,80.6,36.1,2008-3
375750,35.6,59.4,21.9,2008-2
375750,28.38621,48.0,15.3,2008-1
375750,79.86,96.1,61.0,2008-7
375750,70.74167,86.7,52.3,2008-6
375750,62.45185,84.0,44.8,2008-5
375750,61.6,85.8,45.5,2008-4
375750,45.4,53.8,36.3,1997-3
375750,69.67667,86.7,53.4,2008-9
375750,79.89667,94.8,63.9,2008-8
375750,31.8,33.4,12.6,1997-2
375750,74.528,90.9,57.6,2004-7
375750,72.3625,93.2,52.3,2004-6
375750,63.80357,83.8,48.7,2004-5
375750,53.83793,80.4,23.7,2004-4
375750,79.86207,99.1,64.4,2007-8
375750,72.01429,91.8,54.1,2007-9
375750,41.16129,62.6,25.3,2004-1
375750,71.46452,88.7,55.8,1988-8
375750,50.13214,70.2,34.0,2007-4
375750,66.89667,90.5,44.2,2007-5
375750,72.68214,90.5,50.5,2007-6
375750,76.0129,94.1,58.3,2007-7
375750,43.77333,66.4,23.7,1988-3
375750,39.46129,67.6,23.5,2007-1
375750,40.144,55.8,22.8,2007-2
375750,43.46667,62.1,31.6,2007-3
375750,79.15484,104.0,60.8,1980-7
375750,71.59655,95.0,57.2,1980-6
375750,63.88387,87.8,46.4,1980-5
375750,54.46,80.6,32.0,1980-4
375750,71.30323,93.6,54.1,1983-8
375750,63.85,94.1,47.1,1983-9
375750,31.55484,50.0,17.6,1980-1
375750,57.93333,79.3,41.9,1983-4
375750,64.45,85.3,44.2,1983-5
375750,35.06129,57.4,13.5,1988-1
375750,76.75806,97.2,61.0,1983-7
375750,32.77667,54.7,16.9,1983-1
375750,40.80714,61.2,26.6,1983-2
375750,42.57742,66.6,20.7,1983-3
375750,40.01429,59.0,28.0,2003-1
375750,37.92308,64.0,21.9,2003-2
375750,39.15,56.3,30.2,2003-3
375750,49.78621,79.5,33.4,2003-4
375750,65.6,91.9,44.6,2003-5
375750,68.88519,87.3,49.3,2003-6
375750,74.33548,91.4,58.1,2003-7
375750,77.51379,95.9,62.8,2003-8
375750,67.48571,92.8,57.0,2003-9
375750,37.66667,61.0,25.0,1965-2
375750,38.95484,64.2,25.7,1987-1
375750,39.12593,66.9,27.0,1987-2
375750,40.94516,62.2,23.7,1987-3
375750,50.02333,72.3,30.9,1987-4
375750,64.87097,91.9,49.1,1987-5
375750,74.71,95.7,52.2,1987-6
375750,77.40645,99.3,52.9,1987-7
375750,74.94,98.6,59.0,1987-8
375750,65.02333,87.1,44.4,1987-9
375750,75.52,93.2,53.2,1997-8
375750,37.98929,67.6,15.8,1987-12
375750,50.31935,82.4,32.4,1987-10
375750,43.56207,64.9,28.0,1987-11
375750,69.58621,85.3,53.8,1984-9
375750,73.07419,90.7,57.4,1984-8
375750,41.83548,63.0,27.9,1984-3
375750,29.43448,41.9,13.3,1984-2
375750,38.17097,57.2,26.6,1984-1
375750,80.89667,100.4,62.8,1984-7
375750,69.47333,90.0,51.8,1984-6
375750,61.67419,84.7,38.3,1984-5
375750,54.32414,76.8,40.1,1984-4
375750,35.86786,65.3,14.4,1989-2
375750,33.07667,57.9,20.7,1984-12
375750,46.93333,64.6,31.1,1984-11
375750,56.09,80.4,37.6,1984-10
375750,74.064,100.4,51.6,1989-6
375750,79.14516,103.8,63.5,1989-7
375750,59.93571,84.2,33.6,1989-4
375750,63.3625,82.0,54.0,1949-9
375750,76.75333,94.3,62.2,1989-8
375750,67.12333,91.4,48.0,1989-9
375750,43.34333,71.6,19.4,1975-3
375750,67.94815,86.9,51.6,1991-9
375750,67.05769,86.0,54.0,1964-9
375750,73.29231,88.0,61.0,1964-8
375750,39.09677,60.8,24.8,1974-12
375750,34.02222,9999.9,5.0,1975-2
375750,64.39615,82.0,43.0,1964-5
375750,50.58889,79.0,39.0,1964-4
375750,65.14583,86.0,50.0,1962-5
375750,52.52609,73.0,41.0,1962-4
375750,51.88824,75.0,28.0,1962-3
375750,40.14444,9999.9,23.0,1962-2
375750,37.44074,9999.9,25.0,1962-1
375750,35.46923,54.0,19.0,1964-2
375750,67.48621,95.0,43.0,1967-6
375750,40.13333,9999.9,24.8,1976-12
375750,51.45,73.0,36.0,1967-4
375750,64.34839,84.0,46.0,1967-5
375750,74.90323,93.0,59.0,1969-8
375750,42.06774,64.0,32.0,1967-3
375750,37.89677,63.0,25.0,1967-1
375750,50.31,79.0,34.0,1969-4
375750,62.60323,88.0,43.0,1969-5
375750,73.04667,93.0,54.0,1969-6
375750,71.70323,90.0,55.0,1969-7
375750,27.95161,54.0,10.0,1969-1
375750,27.45,52.0,7.0,1969-2
375750,63.96667,88.0,52.0,1967-9
375750,49.41667,74.8,32.4,1989-3
375750,33.95333,52.0,1.2,1989-1
375750,52.94,73.6,33.8,1990-4
375750,68.30667,91.4,32.0,1975-9
375750,60.10968,84.6,32.9,1990-5
375750,37.88387,66.2,19.4,1976-3
375750,76.27419,92.1,52.5,1990-7
375750,77.95161,96.8,53.4,2005-8
375750,69.21034,84.2,53.1,2005-9
375750,52.2,60.6,50.0,1997-9
375750,47.47667,71.6,32.0,1977-11
375750,34.62667,70.0,23.7,2008-12
375750,49.49333,68.9,33.6,2008-11
375750,58.71724,82.6,35.2,2008-10
375750,42.3,66.0,30.0,1963-2
375750,42.33077,73.0,25.0,1963-3
375750,74.81154,97.0,50.0,1961-6
375750,40.7,55.0,32.0,1963-1
375750,66.515,82.0,55.0,1963-6
375750,73.84348,93.0,59.0,1963-7
375750,55.49,70.0,43.0,1963-4
375750,62.00833,81.0,50.0,1963-5
375750,72.32353,90.0,59.0,1963-8
375750,67.86316,88.0,48.0,1963-9
375750,75.93,97.0,57.0,1961-8
375750,65.688,86.0,50.0,1961-9
375750,57.21613,82.4,42.8,1978-10
375750,40.94,60.8,28.4,1978-11
375750,40.97419,59.0,26.6,1978-12
375750,70.9,86.4,58.6,2005-6
375750,37.65172,63.0,21.0,1968-2
375750,80.63,100.0,52.0,2005-7
375750,61.97419,80.6,39.2,1974-10
375750,49.18667,77.0,32.0,1974-11
375750,38.59355,67.3,22.3,1983-12
375750,77.375,95.0,61.0,1956-8
375750,55.58387,77.2,33.3,1983-10
375750,46.78667,68.7,28.6,1983-11
375750,76.99583,99.0,59.0,1962-8
375750,77.34667,96.8,54.9,1986-7
375750,77.41905,93.0,64.0,1954-8
375750,71.07931,85.6,42.3,1986-6
375750,74.24706,90.0,61.0,1956-7
375750,73.78462,90.0,59.0,1964-7
375750,73.82692,95.0,55.0,1964-6
375750,27.88929,9999.9,7.0,1964-1
375750,43.4,68.0,27.0,1964-3
375750,40.25,63.0,27.0,1954-12
375750,61.53636,82.0,41.0,1954-10
375750,47.925,66.0,28.0,1954-11
375750,72.53548,90.0,61.0,1967-7
375750,71.75667,99.9,45.3,1986-9
375750,67.32,88.0,55.0,1962-9
375750,75.85517,89.6,60.8,1981-7
375750,32.60357,61.0,14.0,1967-2
375750,65.0931,93.0,39.0,1969-9
375750,47.39032,68.0,32.0,1966-3
375750,44.28214,70.0,21.0,1966-2
375750,44.95161,68.0,32.0,1966-1
375750,80.22581,102.0,61.0,1966-7
375750,70.90667,93.0,50.0,1966-6
375750,61.85806,82.0,45.0,1966-5
375750,57.73333,77.0,43.0,1966-4
375750,33.15484,52.0,25.0,1965-1
375750,66.33667,86.0,50.0,1966-9
375750,79.72581,102.0,61.0,1966-8
375750,48.73448,77.0,27.0,1965-4
375750,64.93,82.0,45.0,1965-5
375750,69.94333,88.0,54.0,1965-6
375750,74.42,99.0,59.0,1965-7
375750,80.1,100.0,57.0,1962-7
375750,44.52,64.0,32.0,1961-12
375750,55.04615,77.0,45.0,1961-10
375750,47.54,72.0,32.0,1961-11
375750,75.76129,90.0,61.0,1967-8
375750,42.71935,64.0,32.0,1966-12
375750,50.89667,75.0,37.0,1966-11
375750,58.89355,75.0,43.0,1966-10
375750,70.53636,91.0,50.0,1962-6
375750,42.66154,59.2,30.2,2000-12
375750,45.47826,61.9,32.7,2000-11
375750,55.98214,72.9,44.2,2000-10
375750,44.79677,79.3,24.8,1993-3
375750,33.08519,55.8,10.8,1993-2
375750,32.17419,57.9,10.9,1993-1
377890,44.94231,64.0,23.0,1960-11
377890,58.0931,84.0,39.0,1960-10
377890,36.31481,57.0,19.0,1960-12
377890,42.3,67.6,24.6,1986-11
377890,56.28387,78.1,39.7,1986-10
377890,32.35806,55.8,16.9,1986-12
377890,34.19,55.0,19.0,1965-12
377890,50.67333,77.0,25.0,1965-10
377890,42.66207,61.0,27.0,1965-11
377890,70.35,90.0,50.0,1934-6
377890,42.25484,68.0,12.2,1980-3
377890,11.83333,27.0,-9.0,1953-12
377890,39.30667,63.0,9.0,1953-11
377890,58.95263,86.0,30.0,1953-10
377890,54.44839,78.3,29.7,1985-10
377890,47.45333,68.2,30.7,1985-11
377890,29.91613,47.1,14.5,1985-12
